Η	DET
Μάντσεστερ	X
Γιουνάιτεντ	X
ηττήθηκε	VERB
από	ADP
την	DET
Ατλέτικο	X
Μπιλμπάο	X
με	ADP
σκορ	X
2:3	NUM

2012-03-09	NOUN

Χθες	ADV
,	PUNCT
η	DET
Μάντσεστερ	X
Γιουνάιτεντ	X
ηττήθηκε	VERB
με	ADP
σκορ	NOUN
2:3	NUM
από	ADP
την	DET
Ατλέτικο	X
Μπιλμπάο	X
,	PUNCT
στα	ADP
πλαίσια	NOUN
της	DET
φάσης	NOUN
των	DET
16	NUM
του	DET
Γιουρόπα	X
Λιγκ	X
2011-2012	NUM
.	PUNCT

Το	DET
σκορ	X
του	DET
αγώνα	NOUN
άνοιξε	VERB
ο	DET
Γουέν	X
Ρούνι	X
στο	ADP
22ο	NUM
λεπτό	NOUN
,	PUNCT
ωστόσο	CCONJ
οι	DET
φιλοξενούμενοι	ADJ
ισοφάρισαν	VERB
με	ADP
τον	DET
Λλορέντε	X
στο	ADP
44'	NUM
.	PUNCT

Στο	ADP
δεύτερο	NUM
ημίχρονο	NOUN
,	PUNCT
η	DET
Ατλέτικο	X
πέτυχε	VERB
δύο	NUM
τέρματα	NOUN
με	ADP
τους	DET
Όσκαρ	X
ντε	X
Μάρκος	X
(	PUNCT
71ο	NUM
λεπτό	NOUN
)	PUNCT
και	CCONJ
Ικέρ	X
Μουνιάιν	X
(	PUNCT
90ο	NUM
λεπτό	NOUN
)	PUNCT
.	PUNCT

Ωστόσο	CCONJ
,	PUNCT
ο	DET
Γουέν	X
Ρούνι	X
με	ADP
πέναλτι	X
μείωσε	VERB
το	DET
σκορ	X
για	ADP
την	DET
Μάντσεστερ	X
.	PUNCT

Οι	DET
δύο	NUM
αντίπαλοι	ADJ
θα	AUX
ξανασυναντηθούν	VERB
στις	ADP
15	NUM
Μαρτίου	NOUN
στο	ADP
Στάδιο	NOUN
«	PUNCT
Σαν	X
Μαμές	X
»	PUNCT
,	PUNCT
με	ADP
τους	DET
Ισπανούς	PROPN
να	AUX
χρειάζονται	VERB
νίκη	NOUN
και	CCONJ
ισοπαλία	NOUN
και	CCONJ
με	ADP
τους	DET
κόκκινους	ADJ
διαβόλους	NOUN
να	AUX
χρειάζονται	VERB
νίκη	NOUN
με	ADP
διαφορά	NOUN
δύο	NUM
τερμάτων	NOUN
.	PUNCT

Στον	ADP
ποταμό	NOUN
Αχέροντα	PROPN
.	PUNCT

Ο	DET
ποταμός	NOUN
Αχέροντας	PROPN
αποτελούσε	VERB
κατά	ADP
τη	DET
μυθολογία	NOUN
το	DET
δρόμο	NOUN
μέσω	ADP
του	DET
οποίου	PRON
ο	DET
Άδης	PROPN
μετέφερε	VERB
τις	DET
ψυχές	NOUN
στο	ADP
βασίλειό	NOUN
του	PRON
,	PUNCT
στη	ADP
λίμνη	NOUN
Αχερουσία	PROPN
.	PUNCT

Πηγάζει	VERB
από	ADP
τα	DET
ορεινά	ADJ
του	DET
Νομού	NOUN
Ιωαννίνων	PROPN
και	CCONJ
έπειτα	ADV
από	ADP
διαδρομή	NOUN
64	NUM
χιλιομέτρων	NOUN
εκβάλλει	VERB
στο	ADP
Ιόνιο	ADJ
Πέλαγος	NOUN
.	PUNCT

Ο	DET
Αχέροντας	PROPN
διασχίζοντας	VERB
την	DET
κοιλάδα	NOUN
που	PRON
σχηματίζεται	VERB
ανάμεσα	ADV
στους	ADP
ορεινούς	ADJ
όγκους	NOUN
της	DET
Δυτικής	ADJ
Ηπείρου	PROPN
διέρχεται	VERB
από	ADP
ένα	DET
στενό	ADJ
φαράγγι	NOUN
μεταξύ	ADP
των	DET
βουνών	NOUN
Παραμυθίας	PROPN
και	CCONJ
Σουλίου	PROPN
,	PUNCT
το	DET
οποίο	PRON
ονομάζεται	VERB
"	PUNCT
Στενά	NOUN
του	DET
Αχέροντα	PROPN
"	PUNCT
.	PUNCT

Σε	ADP
αρκετά	ADJ
σημεία	NOUN
του	DET
ποταμού	NOUN
σχηματίζονται	VERB
νερόλακκοι	NOUN
και	CCONJ
μικρές	ADJ
λιμνούλες	NOUN
.	PUNCT

Η	DET
ροή	NOUN
του	PRON
ποικίλει	VERB
:	PUNCT

σε	ADP
άλλες	PRON
πλευρές	NOUN
ο	DET
ποταμός	NOUN
κυλά	VERB
από	ADP
ψηλούς	ADJ
βράχους	NOUN
-	PUNCT
μερικές	PRON
φορές	NOUN
φτάνει	VERB
τα	DET
εκατό	NUM
μέτρα	NOUN
-	PUNCT
και	CCONJ
το	DET
πλάτος	NOUN
του	PRON
φτάνει	VERB
τα	DET
δύο	NUM
μέτρα	NOUN
.	PUNCT

Σε	ADP
περιοχές	NOUN
γύρω	ADV
από	ADP
τον	DET
ποταμό	NOUN
φιλοξενούνται	VERB
σπάνια	ADJ
