برلين	X
ترفض	VERB
حصول	NOUN
شركة	NOUN
اميركية	ADJ
على	ADP
رخصة	NOUN
تصنيع	NOUN
دبابة	NOUN
"	PUNCT
ليوبارد	X
"	PUNCT
الالمانية	ADJ

برلين	X
15	NUM
-	PUNCT
7	NUM
(	PUNCT
اف	X
ب	X
)	PUNCT
-	PUNCT
افادت	VERB
صحيفة	NOUN
الاحد	NOUN
الالمانية	ADJ
"	PUNCT
ويلت	X
ام	X
سونتاغ	X
"	PUNCT
في	ADP
عددها	NOUN
الصادر	ADJ
غدا	NOUN
،	PUNCT
ان	SCONJ
المستشار	NOUN
غيرهارد	X
شرودر	X
يرفض	VERB
حصول	NOUN
المجموعة	NOUN
الاميركية	ADJ
"	PUNCT
جنرال	X
ديناميكس	X
"	PUNCT
على	ADP
رخصة	NOUN
لتصنيع	NOUN
الدبابة	NOUN
الالمانية	ADJ
"	PUNCT
ليوبارد	X
2	NUM
"	PUNCT
عبر	ADP
شراء	NOUN
المجموعة	NOUN
الحكومية	ADJ
الاسبانية	ADJ
للاسلحة	NOUN
"	PUNCT
سانتا	X
بربارة	X
"	PUNCT
.	PUNCT

وفي	CCONJ
نيسان	NOUN
/	PUNCT
ابريل	NOUN
الماضي	ADJ
،	PUNCT
تخلت	VERB
الدولة	NOUN
الاسبانية	ADJ
عن	ADP
مجموعة	NOUN
"	PUNCT
سانتا	X
بربارة	X
"	PUNCT
التي	DET
تصنع	VERB
دبابات	NOUN
ليوبارد	X
الالمانية	ADJ
،	PUNCT
الى	ADP
"	PUNCT
جنرال	X
ديناميكس	X
"	PUNCT
التي	X
تنتج	VERB
الدبابة	NOUN
الاميركية	ADJ
"	PUNCT
ام	X
1	NUM
ابرامس	X
"	PUNCT
المعتبرة	ADJ
المنافسة	NOUN
الرئيسية	ADJ
لدبابة	NOUN
ليوبارد	X
في	ADP
الاسواق	NOUN
.	PUNCT

وكانت	CCONJ
خسائر	NOUN
المجموعة	NOUN
الاسبانية	ADJ
الرسمية	ADJ
تراكمت	VERB
في	ADP
السنوات	NOUN
العشر	NUM
الاخيرة	ADJ
لتبلغ	VERB
920	NUM
مليون	NUM
يورو	NOUN
.	PUNCT

واشارت	CCONJ
صحيفة	NOUN
الاحد	NOUN
الى	ADP
ان	SCONJ
المستشار	NOUN
شرودر	X
يعتبر	VERB
ان	SCONJ
حصول	NOUN
المجموعة	NOUN
الاميركية	ADJ
على	ADP
رخصة	NOUN
تصنيع	NOUN
ليوبارد	X
2	NUM
يعرض	VERB
للخطر	NOUN
المصالح	NOUN
التكنولوجية	ADJ
الاساسية	ADJ
لالمانيا	X
وطلب	VERB
من	ADP
وزير	NOUN
الدفاع	NOUN
رودولف	X
شاربينغ	X
التوجه	NOUN
الى	ADP
اسبانيا	X
.	PUNCT

وتعذر	CCONJ
لمتحدثة	NOUN
باسم	ADP
وزارة	NOUN
الدفاع	NOUN
