sitä	PART
oltiin	AUX
niin	PART
daideilijaa	NOUN
niin	PART
daideilijaa	NOUN

tule	VERB
tänne	ADV

kyllä	PART
se	PRON
tulee	VERB
kotihin	NOUN

me	PRON
tulthin	VERB
takaapäij	ADV
ja	CCONJ
vettä	NOUN
vaan	PART
niskaha	NOUN

ei	AUX
net	PRON
tykähne	VERB
olla	VERB
näim	PART
pohjosessa	ADJ

ruppee	AUX
satamaan	VERB

jos	SCONJ
ei	AUX
mitääm	DET
muuta	DET
menua	NOUN
oo	VERB

toisen	PRON
pääl	ADP
ei	AUX
voi	AUX
nukkuu	VERB
ollenkaa	ADV
ku	SCONJ
se	PRON
pitää	VERB
nii	PART
kauheeta	ADJ
metelii	NOUN

semssi	DET
aktiivissi	ADJ
nuari	ADJ
metsästäji	NOUN

hiukam	ADV
peltto	NOUN

mutta	CCONJ
ennää	PART
ei	AUX
os	VERB
sit	ADV
elosa	ADV
ku	SCONJ
,	PUNCT
yks	NUM
täti	NOUN
,	PUNCT
mikä	PRON
ellää	VERB
,	PUNCT
Turusa	PROPN
,	PUNCT
että	SCONJ
vähhiin	ADV
om	AUX
menny	VERB
.	PUNCT

toimen	NOUN
tultti	VERB
,	PUNCT
ja	CCONJ
iha	PART
yht	ADV
tyytyväissi	ADJ
oltti	AUX
.	PUNCT

et	SCONJ
nyt	ADV
täsä	ADV
on	VERB
viäl	PART
aikka	NOUN
siihem	PRON
pualtoista	NUM
kuukaut	NOUN
melkke	PART
.	PUNCT

ajateltti	VERB
ettei	AUX
sateevarjo	NOUN
kukkaam	PRON
pitäis	VERB
siäl	ADV
.	PUNCT

katle	VERB
aknast	NOUN
,	PUNCT
kon	SCONJ
papla	NOUN
mukulat	NOUN
tapleva	VERB
makrast	NOUN
.	PUNCT

Pekka	PROPN
voi	AUX
antaa	VERB
lisää	ADV
ruokaa	NOUN
.	PUNCT

ei	AUX
menisis	VERB
sinne	ADV

uudeksip	ADJ
pääomistajaksi	NOUN

mietimmes	VERB
sitä	PRON

miettisimmät	VERB
toista	ADJ
kertaa	NOUN

kaikkis	DET
serkut	NOUN

tääläk	ADV
kaikki	PRON

anna	VERB
olla	VERB

lähe	VERB
aena	ADV
venneellä	NOUN

minäki	PRON
ole	AUX
olluv	AUX
vetämässä	VERB

saat	AUX
siinä	ADV
koko	ADJ
ikäs	NOUN
olla	VERB

täst	DET
kyläst	NOUN

täl	DET
taval	NOUN

mi	PRON
olen	AUX
ollu	AUX
noip	DET
puita	NOUN
kaatamas	VERB
mettäs	NOUN
.	PUNCT

ensmeiseks	ADJ
työks	NOUN
Aarne	PROPN
herist	VERB
mul	PRON
nyrkki	NOUN
.	PUNCT

kyl	PART
tommost	DET
tyät	NOUN
tehr	VERB
näke	VERB

tää	PRON
olä	AUX
riih	NOUN
alum	NOUN
pittäe	ADV
.	PUNCT

kot´ompelijana	NOUN
sitä	PART
pit´	AUX
kierteekkiis	VERB
sitten	ADV
.	PUNCT

mull	PRON
ei	AUX
oo	VERB
aikaa	NOUN

siin	ADV
on	VERB
ruokaa	NOUN

ann	VERB
olla	VERB

taloss	NOUN
asutaa	VERB

kuteet	NOUN
pantii	VERB
kuivumaa	VERB
.	PUNCT

olen	AUX
ottanu	VERB
sen	PRON

älä	AUX
ny	PART
viitti	VERB

